name,folder,bytes,account_id,performance_id,fs,samp_len,ratio,birth_year,gender,device_os,headphones,city_id,locale,country,latitude,longitude,creation_timestamp,perf,negpeak,pospeak,intropow,restpow,clean,trash,nfiles,nclean,evalTrim_exists,countryNum,localeNum
139792185_43243921.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1110651,139789686,139792185_43243921 ,22050,4214400,0.0001,NaN,N,iOS    ,1,NaN,en_US      ,US  ,40.75,-73.66,1400640153,139792185_43243921.wav,-0.2536,0.1683,0.0055,84.8262,PRETTYClean,NaN,8170,6694,1,104,83
202651448_43631026.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1089514,202521692,202651448_43631026 ,22050,4214784,0.0024,1997,M,iOS    ,1,NaN,en_US      ,US  ,40.14,-83.1,1400874332,202651448_43631026.wav,-0.1732,0.2015,0.1937,79.9172,PRETTYClean,NaN,9219,7540,1,104,83
87211558_8768742.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1092674,18293793,87211558_8768742   ,22050,4214784,0.0003,NaN,N,iOS    ,NaN,4902475,en_US      ,US  ,41.55,-87.91,1370440444,87211558_8768742.wav,-0.4095,0.3973,0.2270,671.2648,PRETTYClean,NaN,5240,4301,1,104,83
163526335_39699387.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1119705,163444193,163526335_39699387 ,22050,4214912,0.0448,NaN,N,iOS    ,0,NaN,en_US      ,US  ,41.77,-91.68,1398448646,163526335_39699387.wav,-0.2729,0.2949,12.9822,289.8300,PRETTYClean,NaN,5724,4710,1,104,83
93175175_10971737.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1070610,58242803,93175175_10971737  ,22050,4214784,0.0002,1983,F,iOS    ,NaN,NaN,en_US      ,US  ,30.57,-97.96,1372456347,93175175_10971737.wav,-0.8323,0.5837,0.7109,3276.5510,PRETTYClean,NaN,15444,12673,1,104,83
70744260_4981591.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1050213,70744266,70744260_4981591   ,22050,4215296,0,1985,F,iOS    ,NaN,NaN,en_US      ,US  ,33,-96.97,1365387968,70744260_4981591.wav,-0.4007,0.7405,0.0280,1009.9490,PRETTYClean,NaN,4666,3833,1,104,83
113820978_18772190.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1039398,360622,113820978_18772190 ,22050,4214528,0.0001,1989,F,iOS    ,NaN,NaN,en_US      ,US  ,35.19,-80.72,1380728469,113820978_18772190.wav,-0.3951,0.2751,0.0212,335.6453,PRETTYClean,NaN,8939,7318,1,104,83
66766701_3404867.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1112236,66771548,66766701_3404867   ,22050,4215296,0.0018,NaN,N,iOS    ,NaN,NaN,en_US      ,US  ,NaN,NaN,1362357656,66766701_3404867.wav,-0.7398,0.6828,5.5696,3102.2439,PRETTYClean,NaN,17225,14131,1,104,83
392831370_133874624.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1103798,392830468,392831370_133874624,22050,4214528,0.0001,1999,F,iOS    ,1,4869195,en_US      ,US  ,41.77,-91.68,1433857631,392831370_133874624.wav,-0.9868,1.0000,0.5559,4645.9333,PRETTYClean,NaN,6796,5599,1,104,83
84324596_7486486.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1118608,84325459,84324596_7486486   ,22050,4214784,0.0015,NaN,N,iOS    ,NaN,NaN,en_US      ,US  ,NaN,NaN,1369138870,84324596_7486486.wav,-0.4267,0.3694,1.0685,736.8417,PRETTYClean,NaN,12694,10391,1,104,83
40275661_277068175.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1098334,40272891,40275661_277068175 ,22050,4214400,0,1989,M,iOS    ,1,4676032,en_US      ,US  ,31.13,-99.34,1455338228,40275661_277068175.wav,-0.4339,0.4105,0.0115,448.2906,PRETTYClean,NaN,12689,10387,1,104,83
301600664_87834411.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1061191,301603138,301600664_87834411 ,22050,4214656,0.0005,1970,F,iOS    ,1,NaN,en_US      ,US  ,NaN,NaN,1419819895,301600664_87834411.wav,-0.3404,0.4447,0.1966,383.7308,PRETTYClean,NaN,1437,1186,1,104,83
54099610_9662134.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1054020,54105335,54099610_9662134   ,22050,4215296,0.0001,NaN,N,iOS    ,NaN,NaN,en_US      ,US  ,NaN,NaN,1371256403,54099610_9662134.wav,-0.1748,0.1511,0.0072,126.1220,PRETTYClean,NaN,7509,6155,1,104,83
379785194_142712997.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1025118,379785209,379785194_142712997,22050,4214912,0.0008,1991,F,iOS    ,1,NaN,en_US      ,US  ,41.77,-91.68,1436309765,379785194_142712997.wav,-0.1268,0.1455,0.0521,68.3406,PRETTYClean,NaN,12917,10569,1,104,83
176945683_35141336.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1176848,176944935,176945683_35141336 ,22050,4215296,0.0347,NaN,N,iOS    ,0,NaN,en_US      ,US  ,32.35,-94.35,1395105147,176945683_35141336.wav,-0.5764,0.6890,27.6377,796.2890,PRETTYClean,NaN,12997,10635,1,104,83
176549053_40963332.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1018464,176548330,176549053_40963332 ,22050,4214656,0,1986,F,iOS    ,1,NaN,en_US      ,US  ,41.77,-91.68,1399247937,176549053_40963332.wav,-0.5231,0.4043,0.0749,1555.1758,PRETTYClean,NaN,3709,3051,1,104,83
93476496_213754161.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1076346,93481116,93476496_213754161 ,22050,4214528,0.0002,1988,F,iOS    ,1,5322551,en_US      ,US  ,34.15,-118.7,1448665985,93476496_213754161.wav,-0.2675,0.3130,0.0422,255.1132,PRETTYClean,NaN,12495,10233,1,104,83
409923968_160186870.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1103600,409928570,409923968_160186870,22050,4214272,0.0005,NaN,N,iOS    ,1,5143527,en_US      ,US  ,43,-76.55,1440197340,409923968_160186870.wav,-0.7517,0.5117,0.6321,1189.4594,PRETTYClean,NaN,9596,7856,1,104,83
410102230_144110505.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1052558,410098504,410102230_144110505,22050,4214528,0.0028,1980,N,iOS    ,1,5007989,en_US      ,US  ,43.44,-83.97,1436659958,410102230_144110505.wav,-0.4345,0.3747,1.2850,466.6529,PRETTYClean,NaN,3248,2674,1,104,83
137145407_23777205.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1082569,137144649,137145407_23777205 ,22050,4214784,0.0007,NaN,N,iOS    ,1,NaN,en_US      ,US  ,49.71,11.91,1385938424,137145407_23777205.wav,-0.1608,0.1880,0.0595,91.4346,PRETTYClean,NaN,14942,12259,1,104,83
45024046_68102634.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1125405,38894438,45024046_68102634  ,22050,4214784,0.0002,1979,M,iOS    ,1,NaN,en_US      ,US  ,36.39,-97.9,1412534929,45024046_68102634.wav,-0.5364,0.4488,0.0764,375.9626,PRETTYClean,NaN,379,316,1,104,83
304667982_106264688.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1100295,304675015,304667982_106264688,22050,4214528,0.0001,1968,M,iOS    ,1,NaN,en_US      ,US  ,41.09,-85.15,1425256168,304667982_106264688.wav,-0.4249,0.4171,0.1201,988.0313,PRETTYClean,NaN,10734,8780,1,104,83
126945209_22115213.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1110229,126948019,126945209_22115213 ,22050,4214528,0.003,1993,M,iOS    ,1,NaN,en_US      ,US  ,NaN,NaN,1384190707,126945209_22115213.wav,-0.2813,0.2352,0.5908,198.9012,PRETTYClean,NaN,2226,1844,1,104,83
525409277_231029147.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1048109,525409292,525409277_231029147,22050,4214528,0.0002,1990,F,iOS    ,1,4635268,en_US      ,US  ,35.19,-89.79,1450755265,525409277_231029147.wav,-0.4504,0.4555,0.1353,610.6231,PRETTYClean,NaN,11183,9158,1,104,83
